"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"German reception and criticism of Virginia Woolf : a survey of phases and trends in the twentieth century","'Country of the moon' and the woman of 'interior monologue' : Virginia Woolf in Greece ; 'Fastness of their own' : the Galician reception of Virginia Woolf ; 'Gaping mouth, but no words' : Virginia Woolf enters the land of butterflies ; 'Literature is no one's private ground' : the critical and political reception of Virginia Woolf in Sweden ; Emerging voice : a review of Spanish scholarship on Virginia Woolf ; European dimensions of the Hogarth Press ; French reception of Woolf : an état présent of études Woofiennes ; From silence to a polyphony of voices : Virginia Woolf's reception in Poland ; Installing modernism : the reception of Virginia Woolf in the German Democratic Republic ; Modernism, nationalism and feminism : representations of Virginia Woolf in Catalonia ; Portuguese reception of Virginia Woolf ; Reception of Virginia Woolf in Italy ; The reception of Virginia Woolf in Europe ; Timeline : European reception of Virginia Woolf ; Translating Virginia Woolf into French ; Virginia Woolf among writers and critics : the French intellectual scene ; Virginia Woolf and the search for symbolic mothers in modern Spanish fiction : the case of Tres mujeres ; Virginia Woolf's crossings ; Virginia Woolf, with a French twist ; Waves of influence : the Danish reception of Virginia Woolf","019391888","Monograph","Language material ; Text","Online resource","GBB988339","","9781847143051","","","","","Luckhurst, Nicola [person] ; Caws, Mary Ann [person]","The Athlone critical traditions series","volume 1 [The Athlone critical traditions series]","England ; United States of America","London ; New York","Continuum","2002","","1 online resource (xxxvi, 450 pages)","823.912","ELD.DS.418780","Rezeption ; Woolf, Virginia, 1882-1941--Critique et interprétation--Histoire ; Roman anglais--Appréciation--Europe ; Art appreciation ; Woolf, Virginia, 1882-1941--Appreciation--Europe ; English fiction--Appreciation--Europe ; Woolf, Virginia, 1882-1941--Criticism and interpretation--History ; Woolf, Virginia, 1882-1941--Appréciation ; Literatuurreceptie","Criticsm and interpretation ; History","English","",""
"Ghurfat Firjīniyā Wūlf : dirāsah fī kitābat al-nisāʾ","Virgenia [sic] Woolf's room ; Virginia Woolf's room ; غرفة فرجينيا وولف : دراسة في كتابة النساء","007609338","Monograph","Language material ; Text","Volume","","","9782843053443","Ẓāhir, Riḍā","","person","","ظاهر، رضا [person] ; Ẓāhir, Riḍā [person]","Manshūrāt al-Madá. Dirāsāt ; دراسات المدى","","Syria","Damascus ; Dimashq ; دمشق","Dār al-Madá lil-Thaqāfah wa-al-Nashr ; دار المدى للثقافة والنشر،","2000","Al-Ṭabʻah 1 ; الطبعة 1","261 pages, 22 cm","","ARB2001a1102","Women and literature ; Feminism and literature ; Literature--Women authors--History and criticism ; Woolf, Virginia, 1882-1941 ; Authorship--Sex differences","","Arabic","",""
"Gifts, markets and economies of desire in Virginia Woolf","","014647369","Monograph","Language material ; Text","Volume","GBA878325","","9781403997067","Simpson, Kathryn","1967-","person","author","Simpson, Kathryn, 1967-, author [person]","","","England ; United States of America","Basingstoke","Palgrave Macmillan","2008","","ix, 200 pages, 23 cm","823.912","YC.2009.a.2191 ; m08/.33728","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","",""
"Gita al faro : romanzo","To the lighthouse. Italian","004093266","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Celenza, Giulia, translator [person] ; Woolf, Virginia, 1882-1941, author [person]","","","Italy","Milano","Treves","1934","","xi, 288 pages, 19 cm","","X.958/19490","Fiction in English--1900-1945","","Italian","",""
"Gli anni : romanzo [Unica traduzione autorizzata dall'inglese di Giulio De Angelis]","Years. Italian","004093264","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Angelis, Giulio de, author [person] ; Woolf, Virginia, 1882-1941, author [person]","Medusa","volume 345 [Medusa]","Italy","Milano","Mondadori","1955","","404 pages, 20 cm","","X.958/19488","Fiction in English--1900-1945","","Italian","",""
"Godiva still rides : Virginia Woolf, divestiture, and Three guineas","A novel is an impression not an argument : Virginia Woolf and James Sully ; Autobiographical ruptures : Rhoda's traumatic displacement ; Between the acts : Ottoline Morrell and Mrs. Manresa, D.H. Lawrence and Giles Oliver ; Common ground ; Discovering the readerly mind : Woolf's modernist reinvention of the national poet ; Exploring the confluence of primitive ritual and modern longing in Between the acts ; Extinguishing the lady with the lamp : Florence Nightingale and the work of empire in the interludes of The waves ; Hotel narrative and the birth of Virginia Woolf's modernism ; Hyde Park Gate news ; Lily the ethnographer : discovering self in To the lighthouse ; Loves, languages, and lives : an exhibit from the library of Leonard and Virginia Woolf ; Nooks and corners which I enjoy exploring : investigating the relationship between Vita Sackville-West's travel narratives and Woolf's writing ; On French and British freedoms : early Bloomsbury and the brothels of modernism ; Reflections on a solitary potato : the new collective essay and the exploring modern I ; Sartorial adventures : Woolf and the (other-) worldliness of dress ; Short change : economies explored in Woolf's short fiction ; Strange necessities ; Terra incognita of the soul : Woolf's challenge to the imperialist's concept of space ; The English tourist in/on America : Leslie Stephens vs. Virginia Woolf ; The decline and fall of Rachel Vinrace : Reading Gibbon in Virginia Woolf's The voyage out ; The fertile potential of Virginia Woolf's environmental ethic ; The making of Virginia Woolf's America ; The photography of Antarctica : Virginia Woolf's letters of discovery ; The twentieth part : word and image in Woolf's reading room ; They came to Baghdad : Woolf and Sackville-West's Levant ; Trespassing ; Unseasonable youth, or Woolf's alternative modernity ; Virginia Woolf and the naturalist novelist ; Virginia Woolf and the technologies of exploration : Jacob's room as counter-monument ; Woolf and the art of exploration : selected papers from the Fifteenth International Conference on Virginia Woolf, Lewis & Clark College, Portland, Oregon, 9-12 June 2005 ; Woolf's exploration of the outer and the inner : a spatial analysis of The years ; Woolf's sense of adventure","013754419","Monograph","Language material ; Text","Volume","","","9780977126385","Conference on Virginia Woolf, 15th, Lewis & Clark College","2005","meeting/conference","","Southworth, Helen [person] ; Sparks, Elisa Kay [person] ; Conference on Virginia Woolf, 15th, Lewis & Clark College, 2005 [meeting/conference]","","","United States of America","Clemson, South Carolina","Clemson University Digital Press","2006","","xiv, 253 pages, illustrations, portraits, 23 cm","","YD.2007.a.5969","Woolf, Virginia, 1882-1941--Criticism and interpretation--Congresses","Congress","English","",""
"Gothic modernisms","","010681359","Monograph","Language material ; Text","Volume","GBA133097","","9780333918739","","","","","Wallace, Jeff, 1958-, editor [person] ; Smith, Andrew, 1964-, editor [person]","","","England","Basingstoke","Palgrave","2001","","xii, 232 pages, 23 cm","809.9112","YC.2001.a.20167 ; m01/27971","Gothic revival (Literature) ; Modernism (Literature)--Great Britain ; Self in literature ; Modernism (Literature)--United States ; Barnes, Djuna--Criticism and interpretation ; Psychological fiction, English--History and criticism ; Influence (Literary, artistic, etc.) ; Motion pictures--History ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; English fiction--20th century--History and criticism","","English","",""
"Gradual path to creative breakthroughs","Sudden genius? : the gradual path to creative breakthroughs","015556295","Monograph","Language material ; Text","Volume","GBB062232","","9780199569953","Robinson, Andrew","1957-","person","author","Robinson, Andrew, 1957-, author [person]","","","England","Oxford","Oxford University Press","2010","","xxxv, 371 pages, 8 pages of plates, illustrations, portraits, 24 cm","153.980922","YC.2011.a.10431","Curie, Marie, 1867-1934 ; Leonardo, da Vinci, 1452-1519 ; Gifted persons ; Ray, Satyajit, 1921-1992 ; Woolf, Virginia, 1882-1941 ; Creative ability ; Champollion, Jean-François, 1790-1832 ; Wren, Christopher, Sir, 1632-1723 ; Cartier-Bresson, Henri, 1908-2004 ; Darwin, Charles, 1809-1882 ; Einstein, Albert, 1879-1955 ; Mozart, Wolfgang Amadeus, 1756-1791 ; Inspiration","","English","",""
"Granite and rainbow : essays","","003974229","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","United States of America","New York","Harcourt, Brace","1958","","239 pages, 21 cm","","X.989/29940","","","English","",""
"Granite and rainbow : essays","","010296260","Monograph","Language material ; Text","Volume","GB5809162","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Hogarth Press","1958","","239 pages, 23 cm","820.9","11872.s.46 ; W15/0155 ; W18/3072 ; W23/8204 ; W24/9221 ; W81/3956","","","English","",""
"Granite and rainbow : essays","","013988225","Monograph","Language material ; Text","Volume","","","","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","","","Hogarth Press","1960","","","","X12/4030","","","English","",""
"Granite and rainbow : the hidden life of Virginia Woolf","","010046861","Monograph","Language material ; Text","Volume","GBA024263","","9780330391122","Leaska, Mitchell Alexander","","person","author","Leaska, Mitchell Alexander, author [person]","","","England","London","Picador","2000","","513 pages, 8 pages of plates, genealogical table, 20 cm","823.912","YC.2001.a.7315","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography","Biography","English","",""
"Granite and rainbow : the hidden life of Virginia Woolf","","010342048","Monograph","Language material ; Text","Volume","GB9964795","","9780330354363","Leaska, Mitchell A. (Mitchell Alexander)","","person","","Leaska, Mitchell A. (Mitchell Alexander) [person]","","","England","London","Picador","1998","","513 pages, 8 pages of plates, genealogical table, 24 cm","","","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography","Biography","English","",""
"Granite and rainbow : the life of Virginia Woolf","","011078996","Monograph","Language material ; Text","Volume","","","9780374166595","Leaska, Mitchell Alexander","","person","author","Leaska, Mitchell Alexander, author [person]","","","United States of America","New York","Farrar, Straus ; Giroux","1998","","513 pages, genealogical, portraits, 25 cm","823.912","98/19792","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography","","English","",""
"Guide to Virginia Woolf's Mrs Dalloway","The Connell guide to Virginia Woolf's Mrs Dalloway ; Virginia Woolf's Mrs Dalloway","016681046","Monograph","Language material ; Still image ; Text","Volume","GBB6B5584","","9781907776267","Sutherland, John","1938-","person","author","Sutherland, John, 1938-, author [person] ; Hislop, Susanna, author [person]","","","England","London","Connell Guides","2014","","127 pages, illustrations (black and white and colour), 18 cm","823.912","YC.2016.a.7310","Woolf, Virginia, 1882-1941","","English","Includes index",""
"Handbook of Virginia Woolf","Allusion and Metaphor ; Biography and Autobiography ; Biopower ; Character, Form, and Fiction ; Consumer Culture ; Creative Non-fiction and Poetry ; Disability, Pain, and Illness ; Early novels and stories (1915-1923) ; Family and Place ; Feminist Theory ; Friends and Lovers ; Impressionism and Post-Impressionism ; Introduction ; Late works (1933-1941) ; Literary London ; Magic Realism and Experimental Fiction ; Mature works, I (1924-1927) ; Mature works, II (1928-1932) ; Modern Woolfian Fiction ; Narrative Ethics ; Narrative Futures of the Feminist Novel ; Oceans and Empire ; Private writings ; Queer Theory ; Stream of Consciousness ; The Academy and Publishing ; The Essays ; The Hogarth Press ; The Lyrical Mode of Translating ; The Natural world and the Anthopocene ; The Oxford handbook of Virginia Woolf ; Time ; Traditions and Transformations ; Virginia Woolf ; Virginia Woolf, Filmmaker ; War and Peace ; Woolf and Education ; Woolf and Suffrage ; Woolf as Reviewer-Critic ; Woolf's Feminism ; Woolfian Afterlives ; Work","020291232","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBC1D2898","","9780191925320 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks online","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
"Handbook of Virginia Woolf","The Oxford handbook of Virginia Woolf ; Virginia Woolf","020234605","Monograph","Language material ; Still image ; Text","Volume","GBC197784","","9780198811589","","","","","Fernald, Anne E., editor [person]","Oxford handbooks","","England","Oxford","Oxford University Press","2021","","1 volume, illustrations, 25 cm","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","",""
"Handbook of Virginia Woolf","The Oxford handbook of Virginia Woolf ; Virginia Woolf","020292123","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBC1D3789","","9780192539632 ; 9780198811589","","","","","Fernald, Anne E., editor [person]","","","England","Oxford","Oxford University Press","2021","","1 online resource, illustrations (black and white and colour)","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Additional physical form: Print version. 9780198811589 ; Also issued in print: 2021",""
